row ID	row m/z	row retention time	Compound	C1-12H	C2-12H	C3-12H	C4-12H	C1-24H	C2-24H	C3-24H	C4-24H	C1-36H	C2-36H	C3-36H	C4-36H	C1-48H	C2-48H	C3-48H	C4-48H	C1-60H	C2-60H	C3-60H	C4-60H	C1-72H	C2-72H	C3-72H	C4-72H	M1-12H	M2-12H	M3-12H	M4-12H	M1-24H	M2-24H	M3-24H	M4-24H	M1-36H	M2-36H	M3-36H	M4-36H	M1-48H	M2-48H	M3-48H	M4-48H	M1-60H	M2-60H	M3-60H	M4-60H	M1-72H	M2-72H	M3-72H	M4-72H
177	204.1225009	0.887181	O-acetyl-L-carnitine	0	0	0	0	14390.278	5324.973	11984.478	2109.7441	27445.406	30172.648	45431.99	23424.834	132808.1	28412.83	15062.421	5648.1504	23491.055	81825.914	4855.1646	29529.453	111503.55	151548.25	52570.75	34275.87	0	0	0	0	0	0	0	0	39897.21	68740.24	70306.51	37629	64188.707	107086.56	227513.23	183175.86	464284.12	190412.33	205760.33	246760.11	635044.5	477430.6	229709.2	312967.9
179	170.0807392	0.89028454	Pyridoxine (vitamin B6)	0	0	0	0	4907.2246	0	4892.673	0	4883.933	9413.697	8614.085	5675.747	16460.785	16553.533	19508.307	14873.717	9034.67	58459.676	16783.928	22476.453	56291.586	135389.95	42910.754	15240.467	0	0	0	0	0	0	0	0	0	0	0	0	0	8112.1426	11921.732	14113.376	22039.2	15507.208	15226.434	19942.574	26438.803	30313.086	25545.426	33019.973
180	268.1033171	0.8871688	Adenine arabinoside	0	5120.0386	3825.1775	6184.9614	215295.61	132423.16	236337.75	107125.984	48637.54	122228.2	94471.29	21551.846	149315.14	244107.16	99854.71	246671.94	67289.125	103603.445	0	58952.625	64103.46	105476.68	774962.7	171436.36	18086.09	0	27744.922	19578.172	50468.5	30952.848	32545.322	13529.944	283051.7	187703.27	277132.44	156702.86	90754.55	158771.31	230906.48	117353.24	360551.56	139493.17	141914.62	151576.38	158129.47	143417.53	105817.79	109273.555
183	130.0860047	0.8870516	D-pipecolate	0	0	0	0	6207.6294	4050.5142	7677.8955	0	31992.648	49634.24	41103	26892.832	116079.6	106756.016	113747.19	158771.61	41020.836	757541.9	311898.38	387080.84	1263065.4	1977163.9	2179412.2	395492.66	16860.6	1976.439	26209.404	21952.166	28644.445	21199.438	23047.049	14903.982	45118.016	52848.42	65774.44	30307.803	51972.883	70234.81	132055.33	69700.99	281935.3	200519.52	247471.95	446083.38	550388.7	661122.5	304309	810214.7
187	113.034464	0.8956813	Uracil	0	0	0	0	27625.943	19449.693	26772.17	9551.285	13930.1875	17859.451	21796.035	10168.77	79855.92	75835.03	129473.28	26393.027	41611.41	15355.188	174969.97	312377.9	50817.465	95904.42	49868.008	204932.86	0	0	0	0	0	0	0	0	32061.75	35846.38	44402.46	27038.47	72482.164	61800.45	81051.35	38303.242	125365.516	49110.36	76695.33	59674.75	154502.39	80447.266	41741.66	63196.984
190	174.0756008	0.8887545	piperidine-2,6-dicarboxylate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3905.713	1992.3779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2009.3452	0	0	0	7085.0684	4733.22	0	1767.4333
218	124.0391077	0.9256248	Nicotinate	0	0	0	0	0	0	0	0	9893.618	10765.341	16627.88	8826.257	122178.19	133228.03	186709.95	147542.22	36165.555	213931.1	273078.2	525245.2	424120.3	827095.56	682203.56	326476.3	6583.7314	0	18029.545	11101.618	17793.953	11868.163	14129.238	8473.283	25534.1	44946.49	50436.816	21663.412	79547.04	106236.18	119911.29	106891.805	280079.38	112213.45	148962.23	181777.81	419300.56	350114.28	190329.27	283651.66
245	150.0579675	1.1111636	DL-methionine	0	0	0	0	5256.302	2961.0356	5739.9116	0	2199.687	5057.34	6968.887	2418.057	52984.62	35105.5	68732.65	12852.333	56523.96	27812.523	132340	133886.48	70010.875	43852.918	85049.625	190049.11	0	0	0	0	0	0	0	0	0	0	0	0	25396.18	10443.517	14966.075	2974.3618	46082.71	37182.957	45782.85	42968.023	107003.24	77942.66	33851.69	60202.414
249	153.0403342	1.1117296	Xanthine	0	0	0	0	11663.533	9802.549	13632.988	4169.623	17810.041	7466.9414	23205.914	19282.717	99085.73	51886.883	73034.695	20146.268	29240.533	30499.494	113637.914	250240.22	67350.97	24787.744	76553.73	156049.64	0	0	2515.3628	0	0	0	0	0	20242.451	25436.098	31248.242	11908.739	38696.09	57060.82	64029.387	30751.115	111402.07	58991.84	71350.3	76202.55	207421.34	133452.5	59827.02	93825.016
250	130.0496399	1.1122743	Pidolate	0	0	0	0	5677.9985	2339.0645	5198.713	0	6400.1865	0	5225.7812	10182.957	201777.64	28647.615	54313.004	20056.578	23052.139	79269.11	43765.934	300070.03	152167.53	52414.203	294257	304622.12	0	0	0	0	0	0	0	0	10214.669	14256.142	12064.106	13047.685	23583.824	32492.996	46427.953	36519.55	114548.6	46660.086	54499.934	68739.82	334646.66	223412.39	65433.1	103457.02
251	137.0454915	1.1117097	Hypoxanthine	0	0	0	0	18968.857	14676.704	25373.49	4940.584	2973.5	2857.8975	7192.378	2422.2363	68539.28	46262.11	120960.12	27751.96	42146.742	2096.6614	289763.88	490144.12	28195.176	28546.123	41444.254	260350.98	0	0	0	0	0	0	0	0	7915.9307	7899.2275	12279.399	0	63362.223	19266.629	19857.059	3147.8606	52742.12	31544.291	47877.69	32059.346	209203.11	70040.445	18894.545	46028.293
255	123.0551218	1.1120161	Isonicotinamide	0	0	0	0	16177.873	8362.232	18679.46	5137.6064	51810.53	73285.23	75181.484	56455.746	159148.88	0	2348.0615	0	41683.99	195907.1	0	2090.584	166184.98	36585.586	24479.15	4400.2207	0	0	1826.9907	0	4873.8687	3090.959	8565.658	7402.375	23717.873	25135.637	34843.656	16473.953	23826.29	33621.133	46777.82	26066.99	63682.14	41001.113	54014.332	46885.75	40657.742	39979.887	38375.945	43818.32
256	182.0807352	1.1268752	Tyrosine	0	0	0	0	77445.945	56391.36	103255.31	35945.508	55320.45	64931.555	82595.96	95193.73	474059.72	130455.016	165359.14	81039.77	61750.316	91085.27	281709.44	440512.62	324087.75	90814.37	417181.56	301738.75	0	0	0	0	9359.564	5818.3438	6507.9106	0	121487.82	102477.23	95073.61	85443.47	124323.414	193992.42	246121.88	186210.06	483098.1	110852.25	168676.97	226687.77	772792.94	443082.9	163584.22	307764.16
257	136.0753996	1.1268038	Phenacylamine	0	0	0	0	15829.007	10248.476	22993.498	4408.626	11453.895	12153.776	16946.756	21187.553	100160.47	26415.682	32703.105	14345.851	12872.568	18662.664	54942.004	85977.88	60033.957	16110.575	84320.14	62017.676	0	0	0	0	0	0	0	0	18920.24	21893.793	17251.957	17234.512	25164.582	38712.83	47560.297	38371.42	103741.9	22172.594	35658.668	46531.906	158560.1	93970.4	33147.93	58745.035
258	165.0542154	1.1259319	Coumarate	0	0	0	0	16260.645	9855.026	21976.031	7412.897	9484.495	12898.048	17379.773	20290.229	85894.84	25923.043	30818.482	16321.16	12751.647	19765.457	53300.812	81746.24	59069.59	18712.994	81735.86	61267.938	0	0	0	0	0	0	0	0	20304.045	20877.936	18182.594	16110.088	24537.58	37930.355	45998.29	38538.805	100728.98	21952.45	36252.027	45834.613	159163.39	90231.79	34270.95	57653.78
261	138.0910378	1.2257138	Tyramine 	0	0	0	0	0	0	0	0	19686.867	22605.041	31365.85	29924.23	235523.22	222557.86	341039	46672.188	309329.3	95742.1	637409.7	542625.4	359322.25	140766.27	318641.62	1094505.4	0	0	0	0	0	0	0	0	0	0	0	0	126385.414	24104.361	18732.148	4228.7734	102848.59	140769.44	190871.27	62931.24	344919.12	178157.11	126277.2	279072.06
262	121.0646302	1.2276099	4-Vinylphenol	0	0	0	0	2079.2637	0	10352.796	0	91861.76	102589.81	129935.48	133408.19	802267.7	762059.9	1166904.2	186087.86	1086233	356420.5	2132200.8	1821933.1	1230567	436171.25	1074916.8	3554211.5	0	0	0	0	0	0	0	0	4087.0205	7352.483	13129.072	0	441158.66	102895.9	79482.55	27400.104	367065.88	500321	657769.2	241873.19	1145232.6	615553.75	422970.9	954258.56
269	132.1016447	1.3016019	Isoleucine	0	0	0	0	116432.47	83153.22	112636.03	59520.555	154528.56	217020.1	216803.78	164884.75	1005082.5	906532.75	1568560	335597.72	1167120.6	390066.6	2581747.2	2527729.2	1026523.5	543048.25	1371517.6	3448003.2	40516.9	6712.2725	70392.414	59380.145	99272.9	73781.8	89489.055	61911.742	208725.06	236984.22	295878.78	163540.67	592191.56	451637.7	569918.1	280042.66	900368.25	693039.56	1054711.2	854112.8	1594922.9	1359782	798403.3	1277092
272	127.0500271	1.3505081	Thymine	0	0	0	0	11654.821	5928.661	12024.506	0	20759.824	18833.965	28768.957	25980.7	128346.09	78774.79	87532.37	63436.695	50479.78	223270.83	193809.67	228606.98	303161.12	319852.9	485836.28	226737.92	0	0	0	0	0	0	0	0	0	21934.479	31881.123	15618.105	43858.555	63392.812	86588.89	56451.195	187559.61	116803.59	150349.83	152659.75	249604.72	227141.31	163289.28	238812.86
276	132.1016409	1.3949084	L-Norleucine	0	0	0	0	0	0	325563.47	0	0	0	0	0	1514945.2	0	2265503.5	616156	0	457825.72	0	3787372.2	737152.5	953484.1	0	0	49989.81	0	0	0	0	0	0	0	0	287125.22	524602.7	293910.66	0	0	0	445175	1752650.2	0	1293887.5	0	2227670.8	1832518.8	1383429.9	1610839.2
286	144.0651869	1.5841349	Adipo-2,6-lactam	0	0	0	0	0	0	0	0	0	0	0	0	0	3663.9268	0	0	0	13150.575	14794.571	0	53690.367	0	57982.855	37857.535	0	0	0	0	0	0	0	0	0	0	0	0	0	1822.1465	3834.8955	0	0	0	4498.7217	6895.202	44382.223	0	0	9318.533
298	311.1229889	2.049118	H-Glu-Tyr-OH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	120.08061	2.071606	Indoline	0	0	0	0	211763.83	151141.12	0	91071.41	410188.88	223210.05	445833	509161.97	1406495.4	1255053.9	0	314697.78	1322572.9	431995.3	1977906.6	0	906196.1	286924.3	1278585.8	3135002.8	0	0	11543.236	9970.008	39387.227	21159.205	38731.9	12955.592	238380.83	304066.66	0	0	1116927	861035.75	861964	246255.48	0	1081235.8	1767114.9	1391392	1615494.6	1334487.2	0	1382325
300	166.0858242	2.0722013	DL-Phenylalanine (Sabiden)	0	0	0	0	359568.53	250975.81	0	170718.67	663216.56	366244.97	721648.3	815792.75	2299118.8	2036021.1	0	511117.4	2106172.8	700161.8	3171222.2	0	1469128.8	570971.44	2056140.9	5137420.5	0	0	21119.107	19358.365	66051.37	51179.406	66219.01	20355.883	451049.5	509695.25	0	0	1838733.1	1381923.8	1388447.6	400786.2	0	1751229.9	2907578.2	2234396.8	0	2187408.8	0	2266779
310	220.1173936	2.3868415	Vitamin B5	0	0	0	0	0	0	24351.865	0	0	0	0	0	14923.18	0	5915.901	0	0	0	5506.0645	31562.422	0	22209.281	0	0	0	0	0	0	0	0	0	0	0	0	1837.7339	0	0	2917.0034	0	6474.5615	17227.062	0	7267.981	0	37822.086	23520.39	8579.301	11262.625
314	154.0495147	2.7135675	3-hydroxyanthranilic acid	0	0	0	0	0	0	0	0	0	0	4675.8813	1985.9165	23259.838	0	0	0	0	31770.78	0	0	55454.195	98245.57	67026.375	10655.957	0	0	0	0	0	0	0	0	2176.1719	6542.897	8515.229	2093.1318	10990.038	30970.615	46041.938	35964.977	70518.86	28321.148	51416.332	63169.617	78123.84	71556.984	46872.555	65488.406
319	122.0962582	3.1288834	Phenethylamine	0	0	0	0	0	0	0	0	0	8503.066	0	0	102671.78	101669.71	144603.25	15607.924	227536.44	62877.242	80605.24	245786.47	298523.2	103769.89	221746.8	1214615.1	0	0	0	0	0	0	0	0	0	0	0	0	13584.28	0	0	0	13380.937	24814.65	36028.65	0	86157.734	31659.61	30783.021	113445.58
320	105.0698477	3.1311948	Styrene	0	0	0	0	0	0	0	0	0	7546.34	0	0	76928.73	81372.88	117765.61	11944.034	189790.56	49616.316	65024.098	193925.34	244135.62	72881.01	176199.14	1002322.4	0	0	0	0	0	0	0	0	0	0	0	0	13383.372	0	0	0	8816.918	19523.213	32219.71	0	65053.887	24660.676	23479.133	90921.14
332	298.0959809	3.5959506	Vitamin L2	0	0	0	0	10408.781	5841.2246	8872.84	2006.1919	27095.012	40829.434	34133.465	35052.227	83379.12	33276.39	23193.652	34628.996	24931.766	114920.06	0	7150.5645	168724.48	47219.715	170863.27	40125.066	0	0	0	0	5897.97	4525.4487	8588.505	1921.7301	16663.992	12574.992	34482.027	20749.133	27902.258	25229.98	42341.938	24920.61	49146.527	33322.457	58528.78	52572.5	36356.195	48415.65	39449.613	43937.28
334	188.0701507	3.6090248	3-indoleacrylate	9287.841	21057.29	17679.893	25662.346	34278.477	22035.734	35423.36	13973.962	74265.43	56060.438	86310.234	97243.66	304840.53	273658.3	387153.16	130949.27	243349.28	247526.58	878834.75	777125.1	438549.94	136780.14	542138.5	1079906.2	0	0	0	2387.1633	2428.9885	2266.9458	2621.525	0	46413.777	57487.6	79536.5	43084.7	286672.9	161518.55	228632.69	99224.086	376219.94	323261.62	522445.78	452273.66	600258.6	520512.72	346006.84	542968.4
335	205.0966278	3.6092708	DL-Tryptophan	2438.4207	8955.684	8948.695	13370.164	17592.68	11342.043	19265.516	6276.0776	35868.984	31557.932	45023.04	48108.145	168838.02	145538.38	210113.11	71626	132293.17	130366.65	475952.66	422059.7	237435.19	81481.39	295462.6	602399.06	0	0	0	0	0	0	0	0	27731.531	31644.76	42679.797	21416.936	158503.08	85628.93	123874.25	46747.652	204820.38	175488.4	289450.06	244760.81	338242.7	283765.5	177272.5	298832.34
336	146.0597128	3.6101837	Indole-3-carboxaldehyde	0	0	0	0	0	0	0	0	4671.2607	2313.806	5645.1973	6438.8555	30852.256	22313.178	33516.113	10571.667	25308.834	20228.447	85478.21	69634.94	41742.434	11981.33	52689.6	92957.016	0	0	0	0	0	0	0	0	0	2167.4307	5419.932	0	24018.297	12258.769	19801.186	5684.264	34625.703	30563.457	44536.79	37145.785	55710.742	45227.43	29076.377	47417.555
338	118.0650035	3.610369	Indole	0	0	0	0	0	0	0	0	0	0	0	1985.3298	14616.193	10864.385	14417.2	2157.8438	12493.007	9085.362	40178.746	28894.379	20080.916	0	23133.62	43979.66	0	0	0	0	0	0	0	0	0	0	0	0	9951.9375	4676.833	8517.577	0	14969.35	12985.146	21364.883	17323.545	22950.977	20349.557	10206.24	21463.23
339	144.0804638	3.609577	3-ethenyl-1H-indole	0	0	0	0	0	0	0	0	0	0	1876.7129	2110.5662	16756.717	12818.091	18812.215	4662.297	14166.269	10482.8545	45407.29	35567.11	23557.291	2593.2983	27860.379	45789.96	0	0	0	0	0	0	0	0	0	0	0	0	13945.293	5420.0693	9205.712	0	17235.434	17269.732	26407.145	19681.695	28269.414	24056.234	14470.859	25703.152
340	229.1540214	3.6236663	Isoleucylproline	0	0	0	0	19947.904	10917.573	14237.989	4866.42	0	0	0	0	6919.975	31407.553	96013.71	23442.305	21399.818	0	0	78141.63	4032.3508	13590.921	23237.078	75954.93	0	0	0	0	0	0	0	0	13679.882	10380.57	14938.932	0	25036.795	11178.99	21133.234	0	24861.49	10667.2705	22649.875	19099.814	16541.223	10561.815	9451.658	10161.891
341	146.1172401	3.6271136	Methyl L-leucinate	0	0	0	0	0	0	0	0	2877.9731	6396.902	7068.5864	5314.4346	24161.871	25249.115	62031.195	4392.1465	26454.332	4785.129	19115.701	54056.734	17637.389	2268.7236	21057.043	63004.71	0	0	0	0	0	0	0	0	0	0	0	0	5233.7817	2581.0286	5223.9517	0	6216.966	7437.366	11793.259	10293.562	11339.283	10387.301	5775.1553	15624.544
347	200.1276458	3.660392	6-(2-oxopyrrolidin-1-yl)hexanoic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	2524.4062	7302.5557	0	0	0	139636.47	46772.84	0	0	0	9794.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351	757.2169817	3.6748765	Kaempferol 3-(3Rha-glucosylrutinoside)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355	295.1281347	3.6764483	(4S)-4-amino-5-[[(1S)-1-carboxy-2-phenylethyl]amino]-5-oxopentanoic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1784.8162	4816.119	0	0	0	2121.0938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
366	263.138405	3.6920955	Phenylalanylproline	0	0	0	0	9875.604	4151.683	4890.9062	0	0	0	0	0	4466.4497	32703.201	99231.32	28739.598	12898.14	0	8680.532	78114.914	0	9976.249	11612.843	39199.703	0	0	0	0	0	0	0	0	4600.552	3993.019	10496.613	0	19544.139	10367.657	17163.562	0	16364.383	5633.8633	16358.377	11362.15	7944.9736	4336.3257	3900.149	4226.335
368	246.1694467	3.701844	Isovalerylcarnitine	0	0	0	0	6998.5576	5123.405	9057.774	2211.6316	7454.335	14214.349	15681.005	10300.715	23588.771	18476.326	16794.477	12205.224	8587.492	35681.656	20142.023	30825.68	54389.79	102380.54	43290.883	30461.018	0	0	0	0	0	0	0	0	12573.434	15944.921	20455.38	10822.39	20992.049	24650.93	34319.34	23248.27	49472.86	34578.25	49786.848	53523.613	57230.84	59768.41	44434.203	46821.6
376	245.1853868	3.7020485	Leucyl-Isoleucine 	0	0	0	0	8416.798	4535.3896	4813.605	0	0	2299.5308	0	0	11420.801	35676.164	82809.26	19217.75	30152.361	1895.7451	43958.85	96373.45	9438.023	5174.8496	33393.938	149392.4	0	0	0	0	0	0	0	0	4236.8906	4082.6436	4820.64	0	11814.915	4305.0684	5623.9097	0	10310.985	7695.685	12811.698	5508.6113	12738.782	9365.793	4250.2383	9606.025
380	240.1225128	3.714659	3-methyl-2-[(3-methylfuran-2-carbonyl)amino]pentanoic acid	0	0	0	0	0	0	0	0	0	2093.7942	0	0	15082.893	29767.238	55264.293	12697.328	32688.512	2757.545	75122.836	94204.8	13275.915	1946.3687	21743.436	78272.18	0	0	0	0	0	0	0	0	0	0	0	0	5572.1626	1938.8022	2520.5806	0	8571.884	5240.079	11948.711	8507.539	12293.432	9840.643	7074.71	12055.542
381	160.1328444	3.715836	Ethyl 2-amino-4-methylpentanoate	0	0	0	0	0	0	0	0	5139.8506	11739.21	10110.384	10455.133	33017.277	45926.23	83425.086	7675.443	37540.773	7539.9683	25836.516	72899.74	18429.91	2837.8657	29494.816	81452.766	0	0	0	0	0	0	0	0	1943.8654	2047.9664	2767.2705	0	7476.583	3130.9463	6907.2285	0	11218.901	11511.459	17656.676	14172.7295	12803.693	11770.056	10556.653	19313.977
387	447.1277422	3.7179651	Glycitin	14595.901	30556.469	25920.719	31665.271	15455.882	15842.173	9771.031	6268.79	0	0	0	0	14821.632	0	0	0	0	5313.5312	9408.395	23709.49	13420.59	2478.6196	8081.965	12960.849	2554.4656	0	10513.628	6021.677	0	0	0	0	0	1894.3962	0	0	0	2096.3154	4462.8	4208.252	9834.716	0	0	0	20009.89	15416.041	1991.2073	2676.4927
389	417.1172238	3.716245	Daidzin	251774.48	529043.2	507745.56	515688.66	219893.48	250462.27	162892.78	147894.61	20321.078	4558.805	11708.883	25478.264	81234.68	15139.223	20395.662	17883.828	4001.8142	23284.285	59792.598	138549.38	38759.79	20921.582	31776.064	49998.5	176711.53	34922.39	339796.1	223581.61	113801.266	68618.43	89425.52	61736.35	33652.207	52148.184	35166.31	33129.168	20853.902	40507.387	44193.53	34194.55	52251.555	14917.256	14513.982	18439.35	93965.86	64718.95	17631.613	20975.045
394	231.1122721	3.718964	Tetrahydroharman-3-carboxylic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	15319.2295	19439.91	0	8434.896	0	67925.164	46266.97	0	0	5684.7295	38551.477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	137.1070849	3.724416	Tetramethylpyrazine	0	0	0	0	0	0	0	0	0	207866.28	2053.4746	2042.9631	31941.963	38693.02	23996.203	0	40672.492	6163.971	25743.938	22165.97	33002.39	19493.203	120372.92	582461.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	279.1697698	3.7324703	L-phenylalanyl-L-leucine	0	0	0	0	0	0	0	0	0	0	0	0	0	22055.293	42066.86	11020.76	7498.8657	0	26450.404	52187.363	0	0	28998.467	79034.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1892.995	0	2202.4182	0	0	0
412	211.1324733	3.7388036	Jasmonate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
418	181.0967659	3.7489836	2-(4-aminoanilino)propanoate	0	0	0	0	0	0	0	0	0	2109.5413	0	0	12565.4375	81309.61	64807.293	27211.115	21098.922	10697.783	454690.94	95528.85	4803.803	0	129933.445	205732.25	0	0	0	0	0	0	0	0	0	0	1865.6641	0	6836.381	7749.7207	12670.24	0	24527.182	8262.28	9772.89	5263.437	15644.099	5125.6055	5351.525	2344.2778
419	195.1124623	3.7517526	|A-(Methylamino)-3-pyridinebutanoic Acid	0	0	0	0	0	0	0	0	0	12635.664	0	0	5609.3267	45161.07	21261.7	0	15098.816	0	133914.4	24596.941	0	0	26898.021	273716.4	0	0	0	0	0	0	0	0	0	0	0	0	2072.454	0	0	0	2106.4092	0	2040.8295	0	2082.737	0	0	0
421	503.1174978	3.7600245	Malonyldaidzin	0	6456.8525	5329.556	6545.936	0	0	0	0	0	0	0	0	4260.5176	0	0	0	0	0	0	0	0	0	0	0	0	0	4824.486	2184.5312	0	0	0	0	0	0	0	0	0	0	0	0	5744.3154	0	0	0	23312.63	10742.2705	0	0
422	533.1278808	3.7568495	Malonylglycitin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
434	433.1121203	3.7766466	Genistin	456326.34	931752.94	952130	1027604.2	448518.88	465559.28	344698.5	291101.53	89104.5	39568.59	70742.25	116471.59	276102.6	73879.766	81096.01	90564.46	40068.008	144921.44	226780.88	459045.84	205242.95	122492.2	182446.23	215557.8	296165.7	58969.37	601660.3	380316.75	246778.08	170008.67	212975.66	161428.52	106592.5	178431.83	150772.48	126808.83	90444.38	167691.56	199573.53	124987.18	209186.25	82591.22	106182.73	100342.05	331379.94	224320.52	95391.95	119652.08
438	463.1221416	3.777901	Homoplantaginin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443	229.1428955	3.7856214	(2E,6E)-5,8-dihydroxydodeca-2,6-dienoic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
445	156.0804738	3.7892327	2-Vinylquinoline	0	0	0	0	5476.413	2934.7935	5994.506	0	9170.784	14162.301	8937.16	8909.863	33270.9	50671.42	60204.06	2631.1875	41778.926	13651.706	23167.879	42419.88	11765.064	0	28139.715	83926.05	0	0	0	0	0	0	0	0	8958.896	9742.176	15930.226	6028.171	25554.959	23401.885	27344.438	5899.8574	26787.545	25841.703	39284.78	30159.168	21242.033	21300.48	18202.727	24075.656
449	459.1278349	3.8115528	6''-O-acetyldaidzin	31415.52	64197.65	57880.906	65796.49	47054.527	46986.992	39927.996	31042.547	17309.146	4926.5073	16700.63	21627.943	34211.594	10172.278	10596.441	5368.0576	4924.366	15229.6	0	28167.479	18884.906	10792.407	16492.883	18682.1	25071.73	0	46865.332	29478.645	31974.604	21713.742	28292.273	20544.006	21132.975	32368.29	35675.734	22099.11	25896.78	35921.027	38772.844	26510.13	45548.793	22808.287	27611.191	24541.7	51152.117	35161.992	24194.617	28589.268
450	174.1121094	3.8157277	N-Acetylisoleucine	0	0	0	0	0	0	0	0	0	0	0	0	0	2119.2393	11557.469	0	4991.5522	0	32086.617	47828.47	0	0	3643.6123	63718.88	0	0	0	0	0	0	0	0	0	0	0	0	2046.6606	0	0	0	0	0	4972.1865	0	10747.354	2116.2383	0	2054.2065
453	147.0437203	3.826117	Coumarin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	165.0542599	3.8265686	 4-Hydroxy Cinnamic Acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
457	519.1124692	3.825446	Malonylgenistin	5677.913	22353.445	17651.094	22341.768	6200.4497	7694.8413	2032.3252	0	0	0	0	0	19467.795	0	0	0	0	0	0	16279.279	5680.5273	0	2436.3994	12794.1	4541.0864	0	16832.945	9487.768	0	0	0	0	0	7102.8613	2013.0569	1855.1636	2161.6765	8018.5527	8015.382	6771.824	20901.373	0	2184.4575	1884.6423	51657.8	27487.145	7482.461	5106.7026
464	215.1538368	3.8345647	1-benzyl-4-prop-2-ynylpiperazine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9599.143	0	0	0	0	0	0	74400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465	213.112926	3.8310297	4,4'-diaminoazobenzene	0	0	0	0	0	5848.693	0	0	0	0	5608.109	0	0	0	15590.225	0	0	672127.56	0	0	0	0	0	0	0	0	0	9550.658	0	1982.1702	0	0	0	0	0	0	0	0	0	0	0	35089.902	0	0	0	0	0	0
466	239.1288365	3.8599446	1-methyl-N-(pyridin-2-ylmethyl)benzimidazol-2-amine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56149.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
469	208.0964128	3.861488	N-acetyl-L-phenylalanine	0	0	0	0	7954.786	3063.922	5072.488	0	9043.19	0	10478.34	10878.939	22208.252	21423.104	37073.066	2020.8636	12119.522	9719.897	29191.725	79450.914	15543.189	7111.2783	27257.037	78021.484	0	0	0	0	0	0	0	0	8832.241	10612.363	11954.943	5340.437	25042.998	25950.156	26084.434	7855.574	30720.328	25415.566	41995.875	28884.418	33282.543	28580.613	36253.53	34235.086
483	475.1226815	3.9016137	6''-O-acetylgenistin	70649.55	145875.39	142755.17	145000.44	96033.86	95257.69	92996.76	66177.02	50092.367	27167.834	51817.46	64033.035	66877.266	36368.7	37681.81	23545.02	22119.488	52201.496	6852.378	72274.98	53256.414	36112.51	59043.188	50678.047	54294.234	7729.5615	107638.52	70368.125	70931.26	51994.402	63442.223	54218.1	56480.77	71921.51	78314.32	52013.445	69128.85	78897.62	98371.84	55403.88	93074.01	54704.38	80407.41	66143.984	97034.32	74763.86	53320.4	71229.45
491	209.1279598	3.9289212	4-Dimethylamino-L-phenylalanine	0	0	0	0	0	0	0	0	0	0	0	0	0	55523.727	30961.666	0	13831.015	0	101835.875	25136.785	0	0	18380.277	115920.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
