row ID	row m/z	row retention time	Compound	C1-12H	C2-12H	C3-12H	C4-12H	C1-24H	C2-24H	C3-24H	C4-24H	C1-36H	C2-36H	C3-36H	C4-36H	C1-48H	C2-48H	C3-48H	C4-48H	C1-60H	C2-60H	C3-60H	C4-60H	C1-72H	C2-72H	C3-72H	C4-72H	M1-12H	M2-12H	M3-12H	M4-12H	M1-24H	M2-24H	M3-24H	M4-24H	M1-36H	M2-36H	M3-36H	M4-36H	M1-48H	M2-48H	M3-48H	M4-48H	M1-60H	M2-60H	M3-60H	M4-60H	M1-72H	M2-72H	M3-72H	M4-72H
894	365.3517585	5.532934	Linoleamidopropyl Dimethylamine	0	0	0	0	0	0	0	0	60541.117	122347.16	72450.305	64273.73	441927.7	245715.22	324217.22	76118.734	739372.44	317743.72	496460.03	525013.06	742876.9	18688.938	414381.94	1451912.9	0	0	0	0	0	0	0	0	0	2012.7296	7142.5107	0	4724.6426	5120.0957	7353.708	0	12519.322	14963.168	20561.04	12729.451	33611.375	24802.855	14048.744	41821.38
895	387.3336928	5.533957	2-[[(2S)-2-amino-6-(tert-butylamino)hexanoyl]amino]-6-(tert-butylamino)hexanoic acid	0	0	0	0	0	0	0	0	2695.8457	10927.506	6804.38	6677.9697	42122.863	28574.492	32773.85	6557.882	79913.734	35950.613	55860.453	53272.22	70343.81	0	45641.207	138526.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1874.2053
897	476.2763663	5.558638	1-18:3-lysoPE	38389.258	68052.39	70412.68	38390.64	291967.97	199262.42	219818.95	141011.75	252664	53670.953	300809.56	339987.62	196055.45	63520.492	28965.262	29245.223	57463.41	192613.42	17287.78	29892.59	234074.7	106886.1	136290.94	80820.33	12463.781	0	26609.992	21240.836	152428.03	112978.95	165283.9	111127.5	169990.22	177395.03	240163.75	143138.11	181151.4	164480.31	188385.47	102928.12	178029.48	134735.12	203682.56	155951.23	105812.01	114049.33	111753.336	141142.25
899	518.3232543	5.593152	1-18:3-lysoPC	42152.676	67934.64	67229.28	38140.277	354996.38	250228.92	258320.88	173188.39	345843.5	25377.314	367232.12	491697.12	164431.39	49498.01	20385.87	24815.383	57531.83	198604.19	24125.436	29955.572	291692.03	136689.83	151846.86	107730.64	15434.447	0	31470.125	23391.22	242733.78	180812.23	274002.66	175678.67	203134.52	234309	312395.25	192492.92	253389.56	202509.7	223299.3	116891.375	201374.52	163562	254338.06	190361.19	137438.98	137688.27	151184.61	183521.64
900	413.3477636	5.601916	N-Palmitoyl-L-arginine	0	0	0	0	0	0	0	0	0	0	0	0	2206.641	23394.068	29331.43	9177.533	0	0	109460.31	37276.508	0	0	12018.246	23053.928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
917	313.3205496	5.764806	N-(3-aminopropyl)hexadecanamide	0	0	0	0	0	0	0	0	36059.824	78208.7	39236.69	45542.414	84484.82	44451.773	48921.05	31329.08	35428.375	111816.47	54458.797	56224.664	89368.36	1850.2943	111602.05	76421.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
918	420.3212193	5.768649	N-oleoyl histidine	0	0	0	0	0	0	0	0	0	15258.958	2407.8767	1958.1416	32291.043	64748.08	83368.42	32746.518	21840.15	36991.273	960369.94	235437.95	46974.414	7667.953	94921.61	185116.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5820.342	9515.824	10636.711	9336.756	29499.434	26358.2	10558.422	35194.984
921	327.3361517	5.785577	Palmitoylputrescine	0	0	0	0	4396.4946	0	4197.7607	0	223046	396733.03	354557.56	260227.08	1215319.1	618005.9	525480.1	331226.53	948244.8	1341496.5	448359.06	889404.75	1128050.1	25499.975	1310321.2	1794868.5	0	0	0	0	4149.6455	0	5298.404	0	17634.623	29751.281	42824.418	18071.457	43149.586	41015.47	53229.97	21223.83	76770.52	93402.74	135908.58	109341.89	145092.88	140134.06	57242.984	152017.9
932	452.2763988	5.904101	 LysoPE(16:1(9Z)/0:0)	0	0	0	0	0	0	0	0	4324.263	0	8615.282	6757.2793	13168.207	0	0	0	0	25803.42	0	0	72374.5	26884.133	18807.457	0	0	0	0	0	0	0	0	0	0	0	0	0	5034.6416	0	12318.4375	0	17359.998	10126.823	16303.215	17535.035	11487.832	11816.02	13371.662	18894.656
935	307.2623754	5.928247	8,11,14-Eicosatrienoic acid	0	0	0	0	0	0	0	0	1896.0178	14115.071	7679.9077	1988.7083	20508.889	24357.64	35543.426	14494.414	13298.087	14490.269	4652.277	19639.225	12914.319	0	27481.352	22004.816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
942	351.2521182	5.966262	2,3-dihydroxypropyl octadeca-6,9,12,15-tetraenoate	28722.145	36875.06	40917.105	26439.178	119107.516	115583.98	125083.55	60314.73	28268.723	9532.895	27078.07	31541.023	11116.947	18016.193	17807.346	2205.376	4440.0825	5223.454	0	11119.703	8635.608	21210.71	8510.359	15142.472	6685.693	0	11265.997	7714.0537	111849.125	92456.875	118827.625	81038.48	67265.31	91963.766	101500.56	65149.984	51489.023	53758.094	73164.01	34671.652	46900.734	38522.242	53787.51	43175.785	28155.486	28938.76	26671.09	33137.594
946	330.335829	5.9882174	N-Hexadecyl diethanolamine	9893.403	8836.628	10421.294	7847.578	8867.939	11268.546	7579.522	5697.493	17235.48	27087.428	19916.482	22366.932	32894.19	71192.664	45815.516	27196.525	22642.348	27914.82	31247.078	46100.098	24506.953	8058.041	53189.35	37913.5	53150.836	0	42983.246	37229.97	33371.105	21258.598	35598.78	24359.559	14538.734	25071.633	31118.605	17789.672	0	0	3860.8936	0	3855.9084	16882.361	4476.834	4018.6416	2012.3877	1892.861	0	1945.0302
955	339.3361767	6.049131	N-(3-aminopropyl)octadec-9-enamide	0	0	0	0	0	0	0	0	55705.145	113238.27	61357.65	74654.3	132179.36	80432.04	67097.84	44679.96	51723.664	219509.45	87057.65	75652.34	219966.95	17884.557	206461.5	107386.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1964.8208	0	1898.1902	0	2074.3394	2068.4824	2204.4844	4954.474	0	5904.4697
961	353.3517452	6.0676117	9-Octadecenamide, N-[3-(methylamino)propyl]-, (Z)-	0	0	0	0	5304.4478	0	4183.024	0	363715.22	553449.6	538667	381203.78	1833847.5	884639.7	689056.7	482747.28	1280214.2	2407934.2	639786.2	1225016.2	2491416.2	108387.375	2428589.2	2545665	0	0	0	0	4183.583	2103.939	7998.598	0	37808.27	72077.516	112957.38	48118.35	128666.36	136066.95	181409.52	78494.56	256201.08	343181.34	465316.62	399199.5	505416.56	527901	208850.22	582642.94
963	391.2446314	6.0714774	Methyl (2S,6R)-7-hydroxy-2,6-bis[(2-methylpropan-2-yl)oxycarbonylamino]heptanoate	8173.9106	14013.852	11507.779	4847.548	49988.715	56983.168	57563.71	28384.424	22204.12	1998.4291	26013.895	24413.578	8390.04	13284.483	16437.22	0	0	0	0	0	2038.4912	15763.154	0	0	0	0	0	0	50804.582	43382.9	48782.316	34149.477	42677.34	45961.66	57993.66	35238.76	32682.451	28559.16	41865.266	21694.52	29687.1	24577.621	35496.555	27594.096	15773.21	15583.707	17916.438	24492.885
971	280.2628348	6.1655116	Linoleamide 	0	0	0	0	0	0	0	0	29074.32	9155.648	26647.488	30863.023	24702.303	8965.656	8664.737	1967.416	7588.051	42338.473	11152.547	8078.4023	58657.594	0	26051.117	19657.014	0	0	0	0	0	0	0	0	0	0	0	0	1921.1846	1909.6119	4080.568	0	9793.987	0	6773.798	7279.643	11202.448	7457.2812	7901.827	8488.5625
978	500.2737541	6.2606883	tert-butyl N-[1-[[1-(2-hydroxyphenyl)-2-(4-methoxyanilino)-2-oxoethyl]-methylamino]-4-methyl-1-oxopentan-2-yl]carbamate	16627.115	27345.95	23882.988	17591.93	90784.34	68649.38	69396.8	39171.117	111867.48	12777.647	130280.336	138345.88	92291.055	37256.465	16669.822	20269.338	32338.953	134279.55	11776.168	18752.965	150256.08	75486.25	99946.04	56441.637	7147.6206	0	12744.302	10676.865	51068.06	42691.504	51603.92	39047.137	68480.55	72826.72	95033.24	59967.176	78830.65	80597.84	105894.625	54618.77	101978.266	80436.13	100991.72	97522.35	68626.14	75057.336	71567.82	91745.49
981	478.2919603	6.2613244	LysoPE(18:2(9Z,12Z) (Lysophosphatidylethanolamine)	398884.72	659544.7	613217.56	466300.8	2470630.2	1772415.2	1916390.9	1188883.1	3009384.2	361086.06	3384483.8	3858064	2260382	892992.25	445610.34	521252.12	803969.94	3303453	317121.7	501777.9	4192310	2053413.8	2528034.5	1404353.5	209486.14	45368.195	329570.88	285885.97	1318990	1107451.1	1380502.6	976277.94	1760604.1	1874157.9	2525395.2	1403848.9	2055575.1	2039378.4	2654060.5	1389266.1	2578020.8	1995598.6	2690836.2	2382717.2	1667384.2	1846332	1833884.8	2393705.8
992	520.3388605	6.304035	 LysoPC(0:0/18:2(9Z,12Z))	523814.75	835685.1	795811.75	566791.8	3086019.2	2319021.5	2347333.5	1574128.1	4409000.5	323363.03	4555056.5	5914496	2181982.5	785451.8	334877.4	339620.6	815469.2	3329934	468160.12	505492.72	4562775.5	2370465.2	2313426.2	1745519.6	267569.22	54653.77	437687.88	383608.4	2156200.2	1826443.4	2315342.8	1596688.2	2235947.2	2447475.5	3420914.5	1891807.4	2715248.8	2633285.8	3294670	1633417.1	2788043	2392644.5	3276837.5	2759764.5	1930117.8	2174484.8	2146289	2820163.8
993	558.2946295	6.3001437	2-[[2-[[6-amino-2-[(2-amino-3-phenylpropanoyl)amino]hexanoyl]amino]-3-hydroxybutanoyl]amino]-3-(4-hydroxyphenyl)propanoic acid	0	0	0	0	34675.105	23155.35	22929.846	9794.69	41744.21	0	45251.414	45201.547	22366.668	0	0	0	0	38309.01	0	0	46039.15	27409.541	28246.594	10848.376	0	0	0	0	18836.324	16191.316	24358.252	11199.634	22328.47	25631.334	37720.87	18108.219	29352.89	31733.379	43011.96	14226.9375	34387.836	27561.346	36363.688	33329.715	18589.283	21812.152	20769.525	34518.074
1001	227.1635702	6.332905	Ethyl 3-oxo-2-pentylcyclopentane-1-carboxylate	0	0	0	0	0	0	0	0	0	0	0	0	7970.3145	1872.5175	0	0	0	12025.847	1846.2864	0	6299.335	13142.8955	10070.662	1964.0366	0	0	0	0	0	0	0	0	0	10079.555	2423.1245	1801.1438	1859.8362	5556.0103	10254.852	4482.6523	14222.232	12866.569	12841.222	10416.389	7654.858	10820.388	12911.975	12026.387
1024	275.1999501	6.4564705	(10Z,14E,16E)-10,14,16-Octadecatrien-12-ynoic acid	0	0	0	0	7844.5117	0	7120.4717	0	0	0	1810.7806	0	1787.1704	8288.614	23441.02	9294.731	0	0	115560.99	41156.906	0	0	2056.1536	7646.96	0	0	0	0	0	0	0	0	9158.971	4871.0664	9460.4	0	4045.365	2211.749	4776.4087	0	6848.928	2100.732	7700.776	2136.6655	2012.8352	0	1911.3376	0
1027	300.2889225	6.460995	Palmitoylethanolamide	0	4204.7603	2355.7344	0	2018.9869	0	1986.5055	0	78575.01	303590.06	159812.22	103641.51	349602.8	568717.2	699527.4	265116.6	220965.12	215222.17	126734	424199.22	145903.34	16136.962	437675.94	391622.94	0	0	4217.4565	1880.5996	4471.951	0	5110.1953	0	7343.3994	9587.929	16505.318	4118.9355	9044.169	14464.914	23066.77	4914.5107	25679.773	22923.232	31090.592	21888.973	17455.414	20335.178	11838.88	24484.281
1032	522.2816435	6.478604	1-(9Z,12Z-octadecadienoyl)-glycero-3-phosphoserine	0	0	0	0	0	0	0	0	13487.942	15244.927	20221.453	31993.535	70785.336	16191.902	8724.513	15390.752	15243.826	361686.8	0	7267.9473	218838.16	20560.191	121570.96	23449.309	0	0	0	0	0	0	0	0	0	0	0	0	0	4264.7656	8783.574	6493.503	11348.916	11709.219	14252.921	22387.05	6909.734	17586.906	12304.489	22409.396
1050	413.372912	6.621198	n-Stearoyl lysine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35589.98	9572.87	0	0	0	6600.3022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1052	422.3368628	6.647989	n-Stearoyl histidine	0	0	0	0	0	0	0	0	0	0	0	0	2131.1206	7627.6436	8452.741	0	0	6450.3906	117038.69	22471.438	4264.4443	0	9263.043	20193.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1055	408.2735245	6.7241073	n-Linolenoyl glutamic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	4205.442	16825.76	0	0	0	63159.74	33329.016	0	0	0	36629.934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1070	277.2155403	6.766321	12,15-Octadecadiynoic acid	217527.88	274686.25	277131.4	240098.38	525878.94	488501.25	576055.56	303863.44	418120.22	324839.38	521216.38	566439	424507.7	350263.56	392253.38	151057	244831.8	280743.3	83151.78	311216.97	367346.8	123452.95	508890.84	489033.56	125667.19	55254.074	156894.1	135814.61	769158.9	519390.12	696522.7	507373.97	298759.47	418322.16	477378.44	294365.7	290065.44	315521.7	384424.53	149419.38	277543.25	264934.4	370624.12	228835.77	202012.05	179256.53	189745.14	218825.05
1083	293.2102844	6.8618355	9-OxoOTrE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7352.712	0	0	0	9868.691	2100.0913	0	0	29941.506	10529.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1085	277.2155507	6.8755383	11,15-Octadecadiynoic acid	112193.33	0	0	0	0	177452.83	170850.77	0	0	0	0	224060.31	74205.89	196133.58	98235.78	79586.18	0	145270.86	91090.18	95292.68	176760.81	65476.793	122481.766	285465.94	72484.59	55410.26	102615.01	87612.234	0	161237.06	0	170725.94	0	0	0	119030.09	116191.836	134912.97	0	0	126577.39	125676.664	0	120320.09	93222.57	101794.56	0	0
1093	454.291997	6.914212	LysoPE(16:0/0:0)	256902.58	434447.16	422259.44	345566.47	345500.38	281476.8	328914.47	171226.55	268656.06	47293.28	312075.28	349463.72	228872.42	87289.47	44148.47	50476.094	70136.93	341272.5	34919.324	55718.754	417756.62	563963.8	318543.2	127932.82	173407	32257.66	293112.47	241046.83	207878.62	179951.61	186191.61	177677.25	350632.88	297337.66	439322.16	215264.53	698777	466772.78	622381.5	283470.9	773702.5	548432.7	865632.9	670017.56	422308.78	427060.5	430786.53	534984.8
1103	460.3139194	6.9398084	2-[[2-[[2-(2,6-diaminohexanoylamino)-3-hydroxypropanoyl]amino]-3-methylpentanoyl]amino]-4-methylpentanoic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36522.008	4517.8213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105	496.3388862	6.96652	LysoPC(16:0/0:0)	322261.72	517320.8	535549.06	384067	342743.94	298763.62	314061.75	176954.14	299482.94	35538.305	379725.78	452778.4	167647.64	72575.86	34259.477	30026.033	49396.113	253533.23	55435.066	52480.887	306318.1	230211.52	164586.55	123133.07	185396.14	34385.11	312447.8	275768.94	266977.8	232029.1	252941.67	247441.64	222871.56	235111.27	302890.62	170394.31	274449.5	235491.38	262145.8	139187.95	252110.08	205994.72	291005.2	226012.56	169138.33	184231.94	197173.47	246218.16
1108	299.2572762	6.989176	7-oxooctadecanoate	0	0	0	0	0	0	0	0	0	3849.372	2001.3503	6346.217	24102.32	41077.254	131255.27	13418.447	29687.062	19546.082	120652.39	204748.56	35631.93	32246.008	32621.61	159768.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7536.9033	0	4662.528	0	1847.0703	8938.065
1110	341.3517768	7.016379	N-(3-Aminopropyl)stearamide	0	0	0	0	0	0	0	0	8900.306	25093.713	12282.006	12849.679	27312.08	16664.865	15300.12	9858.852	10605.023	34482	15925.418	20101.158	36667.758	0	54302.73	31643.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111	245.2257625	7.014831	(5Z,9E)-6,10,14-trimethylpentadeca-5,9,13-trien-1-yne	1939.4432	3781.8884	2047.312	1942.6486	22945.508	17736.059	18947.861	12601.785	34941.332	40641.688	49930.605	51578.844	65524.37	63722.816	106980.5	23065.166	37952.188	40579.582	79543.4	129396.18	55357.875	23927.416	62365.41	120915.21	0	0	0	2055.6426	24423.338	20078.123	23331.906	18710.768	13117.583	18955.84	23302.914	12324.775	18281.645	15163.345	19703.414	7804.8057	16236.932	17309.691	23739.14	14882.473	13500.625	15559.713	11152.669	20600.037
1112	263.236307	7.0162024	Farnesyl acetone	28592.893	31250.543	31046.482	28116.457	102150.07	80885.945	87079.64	59754.42	161531.6	190138.62	215380.55	221921.7	247798.44	264353.6	426218.47	106199.94	159657.28	171573.78	330230.53	530753.2	225714.9	107985.586	257788.52	499015.66	25666.717	7810.408	28341.11	24805.873	103923.35	83984.47	101175.45	90597.18	62279.363	81044.43	99033.07	62739.164	79517.89	79752.234	83090.11	42170	76346.484	67806.9	100482.54	68598.59	59236.01	67273.14	47293.254	92290.64
1113	321.239282	7.0170565	13-Octadecen-2-one, 1,1,1-trifluoro-, (13Z)-	10432.705	12417.59	12693.5	9520.629	62815.543	44294.285	44391.492	28806.434	77203.5	101535.87	102079.51	103405.76	127476.5	105093.63	170837.28	45640.383	79621.195	82556.984	121302	218238.78	100976.734	38335.535	114553.85	200893.23	10113.292	0	10399.554	8676.965	55744.223	37810	46992.918	36330.406	43277.594	52424.996	66307.61	33986.97	45294.88	48255.723	57268.492	23158.541	29857.053	29189.287	42329.14	30458.154	26098.273	29807.791	20881.982	40208.906
1114	281.2468064	7.0167847	(9E,11E)-Octadecadienoic acid	24529.244	26589.316	25232.43	23051.334	106789.14	84543.25	91877.85	63541.04	157457.67	200400.53	217506.33	215879.17	261118.48	235452.75	372575.7	95005.08	150556.88	164564.94	302583.2	464850.88	212854.45	103690.85	224912.48	432204.94	20816.312	7392.5967	23861.53	22880.275	117254.25	86142.07	108734.27	85557.51	67966.625	84905.266	101119.83	67884.266	77830.125	72797.195	98217.23	47106.695	64248.344	64750.89	89635.22	64513.125	61089.227	56202.55	49526.617	87845.41
1116	340.32013	7.031472	N-(2-hydroxy-1-methylethyl)-9-octadecenamide	0	0	0	0	0	0	0	0	0	11374.855	0	0	13765.527	14289.528	11258.923	15174.385	0	21699.768	0	14257.787	12686.687	0	90266.875	14442.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121	342.3358072	7.0814285	N-(2-hydroxyethyl)nonadecanamide	11072.348	17382.723	15255.836	12004.371	11938.256	6331.7246	11548.149	4258.6685	455512.9	757681.25	749496.5	552763.3	959099.5	811150	968014.1	439259.4	460663.03	976571.8	291710.72	677491.06	721355.5	24742.234	753480.8	500565.94	5454.987	0	12540.685	11358.923	10219.802	8301.323	9455.2295	5557.1455	20870.215	26566.549	37309.367	15346.432	23118.637	31437.207	45198.645	18599.404	57476.59	41394.656	66037.055	61962.37	41859.062	47210.63	36455.2	53937.5
1132	355.1768248	7.118409	4-acetamido-N,N-dibutyl-5-chloro-2-methoxybenzamide	0	0	0	0	0	0	0	0	0	0	0	0	17909.203	22924.55	57783.04	7169.062	22932.17	14193.236	43301.008	91279.664	21309.256	11697.733	27282.76	85724.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4901.99	2254.8057	0	1912.5024	0	5201.2803	0
1151	344.2551467	7.2494903	2-[[2-[(2-Azaniumyl-4-methylpentanoyl)amino]-3-methylbutanoyl]amino]-4-methylpentanoate	7928.4233	14831.434	15511.937	11867.983	15823.459	11482.63	16021.883	7588.3823	37757.918	133436.78	60498.64	39809.457	163002.08	275146.84	327444.2	166463.88	156191.48	175365.47	400828.44	314470.62	113514.96	9751.304	235495.05	247432.95	9746.323	3906.2456	14330.861	13884.84	9299.975	10664.136	10699.379	5449.436	9617.405	11984.205	15944.9795	4443.8223	14076.093	9901.739	13884.45	1993.179	18980.045	14921.254	24411.912	16044.116	20828.074	20711.877	12918.527	20401.314
1152	322.2732484	7.250341	Alpha-Linolenoyl ethanolamide	10029.482	19064.236	19136.637	14867.325	21386.273	17723.816	20438.977	9135.975	44644.63	180388.81	78661.67	46953.336	221937.5	385214.2	466966.62	217777.2	205376.19	229826.3	528315.2	440702.6	146337.44	13708.921	310096.9	344968.72	14401.242	4354.159	18600.576	19528.592	13853.456	12914.053	15356.342	8605.254	11614.407	15022.044	21094.924	7516.3545	16609.6	14097.718	16533.916	4654.111	22925.576	18202.494	26422.723	21539.926	26502.176	24791.371	17305.512	27034.65
1154	281.2468458	7.2614574	 Linoleic acid	0	0	0	0	0	0	0	0	0	6588.3037	5706.5625	0	25511.738	26431.543	0	8816.348	22287.61	22569.592	42302.18	0	26215.771	40662.31	41125.6	42238.01	0	0	0	0	0	0	0	0	4240.771	0	5987.568	0	7025.005	12533.231	16011.578	4836.328	28936.111	17134.963	19624.178	19705.508	21697.787	20771.092	20541.791	17643.635
1159	277.2155678	7.2857	9,12-Octadecadiynoicacid	14473.489	27737.434	25867.53	21740.58	22922.266	21799.89	17737.01	9425.264	87248.44	73506.305	113922.56	77683.33	125090.195	135443.17	119343.28	52267.305	59630.055	115275.11	223198.48	138742.03	147134.16	34253.46	270461.28	230604.05	23095.914	11078.681	22998.373	20299.215	18406.242	11158.863	12700.154	9977.421	29678.686	22506.586	32447.771	17851.357	27291.701	33356.33	48673.477	20644.12	50648.6	51842.215	71932.64	55225.504	42294.72	52221.344	46325.14	70111.086
1162	252.2315844	7.3109083	Dodecadienoic acid isobutylamide	0	0	0	0	0	0	0	0	0	0	0	0	4139.991	4062.9702	0	4166.873	0	22258.102	18396.988	9791.899	26227.268	7233.942	44905.586	18575.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1878.2742	2315.935	3994.1248	0	4430.8257
1164	480.3076499	7.3212633	LysoPE(18:1(9Z)/0:0)	49988.83	81065.305	79251.66	62861.56	283211.12	181425.86	207583.77	118969.31	629583.9	111274.836	839886.94	833490.94	776061	224873.3	89894.84	156091.66	266480.9	1594635.4	66467.11	91544.66	2133498.5	914124.94	907076.4	277986.56	23275.54	0	34082.58	32753.057	132121.7	114154.51	137029.55	104262.234	293993.06	302043.7	415801	233031.28	372708.7	379562.97	550282.9	321541.75	808100.9	533366.2	686890.5	683728.06	528358.25	602624.4	525903	785944.44
1167	522.3545263	7.3710117	Lysolecithin	81767.67	142774.33	138679.16	106085.555	396042.25	260039.52	244176.38	161763.42	709291.6	61586.03	846321.25	1098175.4	443889.03	117267.73	31803.3	46341.324	124666.32	1063944.5	69846.62	58405.336	1426740.8	620166.56	327061.3	209856.1	60741.64	6828.1016	97387.52	90692.94	255514.05	223885.33	282625.28	218421.69	339318.5	383646.72	497559.1	288374.03	386301.4	358256.6	469422.06	279436.47	494796.6	404165.8	503435.9	472091.16	346357.78	409117.8	383592.88	589039.6
1168	281.246838	7.3743834	Octadeca-10,12-dienoic acid	4916.4116	8049.0225	7963.1045	9429.195	31807.895	22770.434	21472.256	16822.629	27605.758	26675.73	36351.68	37388.38	44054.66	33421.625	38069.83	13325.902	26171.203	26373.828	24406.982	36154.78	28710.213	12850.444	34756.29	43165.516	4246.487	0	7086.4062	4421.5767	30013.842	23650.186	29486.434	20565.031	17778.682	22495.998	22628.674	13418.208	20498.098	20696.578	21481.504	10566.835	20437.848	16542.344	23563.771	17819.256	16687.803	15968.521	16995.4	19123.754
1172	336.2524516	7.4318604	N-(9Z,12Z,15Z)-octadecatrienoylglycinate	0	0	0	0	0	0	0	0	0	8742.044	0	0	19113.236	41082.035	66636.39	23107.39	16673.666	16122.162	569676.06	183496.8	11579.3955	0	35699.023	109552.516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1176	442.2954086	7.4728985	N-(.alpha.-Linolenoyl) Tyrosine	0	0	0	0	0	0	0	0	0	0	0	0	0	1876.9819	4435.2036	0	0	0	60540.055	10027.376	0	0	3898.9116	4980.9346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1177	406.2790364	7.4914517	2-[2-[2-[2-[2-(decylamino)-2-oxoethoxy]ethoxy]ethoxy]ethoxy]acetic acid	9240.041	25946.568	28879.318	15679.436	19364.418	10370.34	19074.465	6931.1753	14419.736	13051.299	21200.428	20052.482	35568.477	27763.996	39425.05	10009.453	19497.947	34124.258	13537.533	24530.451	28956.492	17368.611	43720.855	20492.404	49065.043	16105.52	27070.02	30503.375	5639.3613	7767.04	17080.09	13289.507	17947.537	18860.906	26024.7	10782.742	25999.223	28751.86	25446.262	16482.703	40657.305	21606.613	49063.16	36640.066	20043.178	21602.4	27736.312	21970.732
1182	361.2211947	7.492698	Tributyl Citrate	133894.66	261894.2	303803.78	164893.06	230736.6	144684.42	195547.78	101076.16	150744.19	137320.88	204113.98	205942.11	388055.6	262419.5	387053.28	122271.086	201944.78	320851.84	116853.09	234084.05	288669.9	216633.03	463499.28	246513.62	455014.88	197791.84	278991.2	316325.47	104780.984	82693.87	182949.27	137290.36	205569.05	212292.9	297660.44	104167.59	275358	290591.8	269088.03	173500.44	395265	240768.69	516642.94	382960.38	266268.8	255305.06	343212.03	235456.56
1186	364.2837428	7.5098877	4-[[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]amino]butanoic acid	0	0	0	0	0	0	0	0	13522.639	113473.39	29790.803	5190.553	47435.996	63399.453	87429.734	45289.86	19871.025	16140.137	786249.8	242444.55	7442.644	0	15771.8545	62566.598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1189	295.2260302	7.530614	13-oxooctadeca-9,11-dienoic acid	0	0	0	0	53120.75	34069.695	43409.234	22817.736	34899.15	42084.19	64635.25	13538.857	89488.445	115089.24	193315.83	138027.66	35171.17	29635.37	1804835	427438.94	44063.645	177417.36	147862.06	126611.89	0	0	0	0	4084.029	1952.5884	0	0	98092.09	74443.31	119157.414	41873.57	78754.51	96662.57	131715.06	59057.664	187291.88	110959.445	184727.4	151598.45	145217.92	146637.53	163289	141914.56
1198	573.3025153	7.602062	 LysoPI(16:0/0:0)	0	2968.1514	3963.506	0	0	0	0	0	0	0	6208.0205	3732.5833	11207.236	13540.344	6426.615	10930.639	0	17006.383	9565.893	7945.694	10096.195	0	22832.555	12298.139	0	0	1826.8018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1199	313.2728573	7.5951576	Methyl 7-(3-nonyloxiran-2-yl)heptanoate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1833.2712	0	0	0	0	8953.337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1207	365.2654494	7.703979	N-heptyl-4,6-dimorpholin-4-yl-1,3,5-triazin-2-amine	0	0	0	0	0	0	0	0	0	10720.869	0	0	9132.896	21250.53	18712.43	10342.674	4371.4873	0	85321.734	46713.84	0	0	12387.072	15305.907	0	0	0	0	0	0	0	0	0	0	6627.0386	0	0	0	7537.373	0	6410.7266	0	3848.7666	0	0	0	0	0
1208	410.2892026	7.708259	Glutamic acid lineolamide	0	0	0	0	0	0	0	0	0	0	0	0	1903.2505	42397.68	110754.086	32147.717	8322.727	0	624798.3	270094.94	17604.527	0	55352.723	249827.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1912.6296	1829.5522	0	0
